git_label_serial_number,class_name,code_len,calc_comments_number,entropy,time_from_intro,time_from_last_fix,has_unit_test,num_of_fixes
262,KeyringAdminConfigCheck,14,0,3.80735492206,59,59,0,0
262,is_cloud_name_in_user_config_correct,46,0,4.6895504783,568,72,0,0
262,VmImage,23,0,4.26269239084,500,500,0,0
262,ValidateCephRbdKeyringConfigOnNCS,71,0,5.40299289403,44,35,0,0
262,VmsFSIDCheck,115,0,5.86663418112,59,59,0,0
262,KeyringConfigCheck,34,0,4.275414592,59,59,0,0
262,RabbitMQUsernamePassword,353,2,6.55965655711,34,0,0,2
262,OvercloudBackupCheck,83,0,5.34729281799,576,470,0,0
262,OsdJournalError,131,0,6.03194628856,602,477,0,0
262,MonitorsHealth,70,0,5.4832932891,666,269,0,0
262,CheckSwiftDirectorySrv,71,0,4.97941495148,504,269,0,0
262,VirshSecretFsidCheck,90,0,5.24697420725,59,59,0,0
262,validate_cpu_isolation_scheme,35,0,4.51186471768,445,269,0,0
262,is_host_reachable,45,1,4.9662645529,547,269,0,0
262,RabbitMQQueueCheck,258,3,6.35011230115,525,261,0,0
262,MYSQLCheck,133,0,5.96830179618,522,281,0,0
262,VirshNetInfo,96,0,5.61114095592,513,269,0,0
262,CompareCorosyncNodeList,87,0,5.78129380839,174,92,0,0
262,CheckMgrCount,25,0,4.24385618977,529,529,0,0
262,RebootsDataCollector,87,0,5.41583721497,49,49,0,0
262,fqdn_resolve,92,3,5.78471229898,499,269,0,0
262,BridgesInfo,37,0,4.39864255482,510,269,0,0
262,EtcdDefragmentationCheckInWorkersEdges,232,14,7.09322591753,373,77,0,0
262,NetworkInterfaceMTU,163,2,6.24070652817,449,87,0,0
262,IsOsdDiskConfApplied,185,0,6.50630710217,602,261,0,0
262,CheckPoolSize,102,3,6.05003373947,538,475,0,0
262,Global,0,0,0.0,19299,19299,0,0
262,AreBtelPodsTerminatedWithOOMKILLED,87,0,5.65744123806,373,206,0,0
262,OverlayNetworkCheck,73,6,5.37996955232,371,342,0,0
262,RegexConfValidator,48,0,4.77205520887,59,59,0,0
262,CephCpuQuotaCheck,71,0,5.60708057003,517,467,0,0
262,CephMgrStandbyCheck,93,0,5.3723621628,541,245,0,0
262,KeyringBareMetalConfigCheck,6,0,2.58496250072,59,59,0,0
262,BIOSCheck,162,0,5.83877216994,591,206,0,2
262,has_host_isolated_scheme,37,0,4.62540902848,380,269,0,0
262,VmsPortsList,51,0,5.08419004785,511,500,0,0
262,BTELValidationStatusRequirement,388,7,6.95589149051,374,261,0,3
262,SwiftServiceValidator,456,14,7.24260442312,504,90,0,0
262,RabbitMQQueueNotHuge,151,0,6.39819979703,252,64,0,0
262,validate_three_controllers,62,0,5.14816133537,547,459,0,0
262,CephSlowRequests,83,0,5.80535012394,517,467,0,0
262,VmsDomInfo,19,0,4.03740119765,513,513,0,0
262,CheckMinOsdNodes,89,0,5.51985368025,515,423,0,0
262,KeyringMultiplePoolConfigCheck,120,0,5.81221416826,59,59,0,0
262,IsOsdAuthSameAsOsdTree,121,0,5.87810158941,538,76,0,0
262,check_haproxy_config_valid,161,1,6.17483522365,271,246,0,0
262,SelinuxMode,125,0,5.97866485385,411,87,0,0
262,VmsDiagnostics,21,0,4.2018412323,511,511,0,0
262,OsdHostsVsCephHosts,135,0,5.99373467665,666,0,0,0
262,OperationsBlocker,148,5,6.22684578478,459,269,0,0
